"id","名前","種類","性別","年齢（登録時）","体重","毛色","避妊・去勢","マイクロチップ","ワクチン接種","ひとこと","健康状態","性格","保護された経緯","写真ファイルパス"
"2675","トリュフ","日本猫","オス（♂）","0歳4ヵ月（2015年08月17日登録）","2kg","ブラック","未","有","済","里親会でかわいらしさを発揮できないでいるこわがりさんですが、慣れると、いい子です。つやつやのきれいな男の子です。黒猫をご希望の方は是非!。","良好。3種混合ワクチン、2回接種済。ウイルス検査FeLV(-)FIV(-)内部、外部寄生虫駆虫済。ノミ、ダニ予防済。シャンプー済。","こわがりなところがあります。馴れた場所で静かにみていると、かわいい黒猫です。ゆっくり馴れさせてやってください。いい子です。猫社会のルールも理解しています。","のらちゃんが生んだ子猫たちの1頭でした。保護主さんが親猫を避妊して、子猫たちの里親を探しておいでです。","./img/2675/"
"2676","三輪くん","日本猫","オス（♂）","0歳3ヵ月（2015年08月17日登録）","1.2kg","白サバトラ","未","有","済","保護時に感染していたウイルス疾患の為、慢性化した鼻炎があります。左右の鼓膜が認められず、聴覚が確認できませんが、日常生活に支障はありません。持病にご理解のある方に里親さんになって頂けるとありがたいです。どうぞ、よろしくお願いします。","慢性鼻炎があります。右目瞬膜が露出気味です。元気食欲あります。ウイルス検査FeLV(-)FIV(-)外部、内部寄生虫駆虫済。ノミ・ダニ予防済。シャンプー済。3種混合ワクチン済。","人懐っこく、かわいらしい子猫です。抱っこが大好きです。ゴロゴロ喉を鳴らして、おなかを触って欲しがります。","犬を散歩中の保護主さんが、瀕死状態の子猫を保護しました。家族の了解が得られず、引き取りが出来ないとのことで、ずっとこちらで保護しています。","./img/2676/"
"2677","ロザリオ","その他の犬種、ミックス","メス（♀）","0歳2ヵ月（2015年08月17日登録）","0.8kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2677/"
"2678","紅(べに)","トイ・プードル","メス（♀）","0歳2ヵ月（2015年08月17日登録）","0.9kg","レッド","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2678/"
"2681","キャンベル","その他の犬種、ミックス","メス（♀）","0歳3ヵ月（2015年08月17日登録）","0.6kg","チョコタン","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2681/"
"2683","紫玉(しぎょく)","チワワ","オス（♂）","0歳3ヵ月（2015年08月17日登録）","0.8kg","フォーン","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2683/"
"2684","えくぼ","ポメラニアン","メス（♀）","0歳2ヵ月（2015年08月17日登録）","0.7kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2684/"
"2685","竜玉(りゅうほう)","その他の犬種、ミックス","オス（♂）","0歳2ヵ月（2015年08月17日登録）","0.9kg","オレンジセーブル","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2685/"
"2688","アスカ(CL)","チワワ","メス（♀）","7歳0ヵ月（2015年08月17日登録）","3.1kg","ブラックタン","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2688/"
"2691","サン","チワワ","オス（♂）","0歳10ヵ月（2015年08月17日登録）","2.4kg","ブルーマール","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2691/"
"2695","デザート","チワワ","メス（♀）","5歳0ヵ月（2015年08月17日登録）","3.5kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2695/"
"2703","ケイコ","その他の犬種、ミックス","メス（♀）","推定※歳（2015年08月19日登録）","2.8kg","茶","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2703/"
"2708","ぽんた","ミックス","オス（♂）","推定5歳（2015年08月21日登録）","5kg","キジトラ","済","無","未","とても人懐こく、誰にでもスリスリします。","猫エイズ/陽性猫白血病/陰性","","動物愛護センターあにまあるから引取り札幌にいます","./img/2708/"
"2709","チャ助","ミックス","オス（♂）","推定5歳（2015年08月21日登録）","5kg","茶トラ","済","無","未","警戒心が強いです。少しずつ…時間は掛かりますが、慣れてきています。ケージの中だと撫でたり、手からもご飯を食べられます。","","","動物愛護センターあにまあるから引取り","./img/2709/"
"2710","みるく","ミックス","メス（♀）","推定2歳（2015年08月21日登録）","4kg","キジトラ白","済","無","未","最初はとても警戒心が強いです。現在、一時預かりボランティアさん宅に居ます。とても甘えん坊で、なでなでも大好きになりました。","","","動物愛護センターあにまあるから引取り","./img/2710/"
"2711","チャーシュー","ロシアンブルー","メス（♀）","4歳0ヵ月（2015年08月21日登録）","2.4kg","ブルー","済","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2711/"
"2717","ペロ","ミニチュア・ダックスフンド","オス（♂）","推定0.3歳（2015年08月21日登録）","1.6kg","ブラックタンパイボールド","済","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2717/"
"2720","ベキコ","トイ・プードル","メス（♀）","1歳0ヵ月（2015年08月21日登録）","3.5kg","レッド","済","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2720/"
"2724","エリス","その他の犬種、ミックス","メス（♀）","0歳6ヵ月（2015年08月21日登録）","13kg","ブラックタン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2724/"
"2725","フーゴ","ソマリ","オス（♂）","4歳0ヵ月（2015年08月21日登録）","2.2kg","レッド","済","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2725/"
"2726","ソマ男","ソマリ","オス（♂）","0歳2ヵ月（2015年08月21日登録）","0.6kg","フォーン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2726/"
"2727","ライク","ジャック・ラッセル・テリア","メス（♀）","0歳3ヵ月（2015年08月22日登録）","1.2kg","ホワイトタン","未","有","済","お気軽にお問い合わせください。","全身的に皮膚が悪いです。はげているなどの症状は特に見当たりません。食欲旺盛、便、歩行に問題ございません。","元気いっぱいで大変人懐こい性格です。","当方ではやむを得ない理由により保護された子の譲渡に力をいれております。","./img/2727/"
"2736","ピーナツ","ミニチュア・ダックスフンド","オス（♂）","0歳2ヵ月（2015年08月24日登録）","0.8kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2736/"
"2738","うり","ミニチュア・ダックスフンド","オス（♂）","0歳2ヵ月（2015年08月24日登録）","1.4kg","ブラック/クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2738/"
"2739","ガオ","その他の犬種、ミックス","オス（♂）","0歳3ヵ月（2015年08月24日登録）","1.3kg","フォーン","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2739/"
"2741","10539サキちゃん","その他の犬種、ミックス","メス（♀）","推定7歳（2015年08月25日登録）","12kg","白","未","無","未","保護当時は感情を出せずにいましたが今では素敵な笑顔も見られるようになりました。ぷっくりに見えるけど意外と小柄、お部屋ではトイレを我慢しているので室内飼いもモチロンOKです。散歩は前を歩いてしまいますが引っ張ることはありません。撫でてもらうのが大好きです。ゴロンとお腹を見せて「撫でて?」の催促に付き合っていただける優しい方をお待ちしております。","フィラリア(-)近日中に避妊手術を実施予定。","少し恐がりで初めて会う人には緊張してしまうタイプですが、大好きなオヤツがあればすぐに仲良くなれます。","川俣町山木屋地区(避難指示解除準備地域)で住民の目撃情報があり、今年7月、県北保健所に保護されました。","./img/2741/"
"2744","トン","チワワ","オス（♂）","0歳2ヵ月（2015年08月25日登録）","0.8kg","クリーム/ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2744/"
"2748","ポン太郎","ポメラニアン","オス（♂）","3歳1ヵ月（2015年08月25日登録）","4kg","オレンジ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2748/"
"2750","シャーマン","その他の猫種","オス（♂）","0歳4ヵ月（2015年08月25日登録）","1.3kg","クリームタビー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2750/"
"2751","おっくん","チワワ","オス（♂）","0歳3ヵ月（2015年08月25日登録）","1.2kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2751/"
"2754","サーラ","スコティッシュ・フォールド","メス（♀）","0歳5ヵ月（2015年08月25日登録）","1.3kg","ブラック/ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2754/"
"2755","ギズモン","パピヨン","オス（♂）","0歳5ヵ月（2015年08月25日登録）","3kg","トライ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2755/"
"2758","ティーア","シェットランド・シープドッグ","メス（♀）","0歳3ヵ月（2015年08月25日登録）","3.5kg","トライ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2758/"
"2761","ルーシャ","ペルシャ（チンチラ）","メス（♀）","0歳2ヵ月（2015年08月25日登録）","0.8kg","チンチラゴールド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2761/"
"2763","きなこ","ミックス","メス（♀）","0歳3ヵ月（2015年08月27日登録）","1.38kg","茶トラ","済","無","済","家族を迎えるような気持ちで里親になってくださるお家を探しています。甘えん坊の子猫です。なるべく一緒に過ごす時間が長い方を希望します。","良好猫白血病ウイルス検査:陰性生まれつき臍ヘルニアがありましたが、外科的に修復し、経過観察中です。治療の必要はありません。","人が大好き、甘えん坊。声をかけると、駆け寄って来て喉を鳴らして甘えます。他の猫と元気に遊んでいます。","動物保護センターに収容された子猫です","./img/2763/"
"2770","ママル","マルチーズ","オス（♂）","0歳4ヵ月（2015年08月27日登録）","1.5kg","ホワイト","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2770/"
"2781","ひまわり","ミニチュア・ダックスフンド","オス（♂）","0歳2ヵ月（2015年08月30日登録）","0.8kg","クリーム","未","有","済","お気軽にお問い合わせください。","食欲、便、歩行に問題なし。顔周りにフケがみられます。時々、咳もしています。皮膚が悪いのと,時々咳が見られます。","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2781/"
"2782","ちゃーくん","日本猫","オス（♂）","0歳5ヵ月（2015年08月31日登録）","2kg","キジトラ","済","有","済","よく遊び、お腹をなでなですると喜びます。指をかじかじ甘噛みします。","良好","初対面の人にはビビりますが、慣れると甘えます","ボランティアさんが病院に持ち込み","./img/2782/"
"2784","友介くん","日本猫","オス（♂）","0歳1ヵ月（2015年08月31日登録）","0.5kg","黒","未","無","未","真っ黒で、尻尾はまっすぐ、とってもイケメンです。トイレもごはんも上手で、世話がかかりません。離乳していますので、仔猫用のパウチを食べています。","ノミ・お腹の寄生虫駆除一回済み下痢なし、風邪症状なし。","とってもしっかりしている仔猫ちゃんです。大人の猫にかじりつく事もなく、上手に付き合っています!","お庭に置き去りにされてピーピー鳴いていたそうです。お母さんがきっと取りに来られなかったのだと思います。","./img/2784/"
"2785","ポタン","ポメラニアン","オス（♂）","0歳2ヵ月（2015年08月31日登録）","0.5kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2785/"
"2786","永愛(とあ)","パピヨン","メス（♀）","0歳1ヵ月（2015年08月31日登録）","0.7kg","ホワイト/ブラウン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2786/"
"2787","大豆","チワワ","メス（♀）","0歳3ヵ月（2015年08月31日登録）","0.9kg","クリーム/ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2787/"
"2788","笑輔(しょうすけ)","ゴールデン・レトリーバー","オス（♂）","0歳2ヵ月（2015年08月31日登録）","2.3kg","ゴールデン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2788/"
"2789","ピータン","ミニチュア・ダックスフンド","メス（♀）","0歳2ヵ月（2015年08月31日登録）","0.9kg","シューテッドクリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2789/"
"2802","まさちゃん","その他の犬種、ミックス","オス（♂）","0歳5ヵ月（2015年09月03日登録）","2.2kg","ホワイト/クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2802/"
"2803","シャリくん","トイ・プードル","オス（♂）","推定5歳（2015年09月03日登録）","4.5kg","白","済","有","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。","・良好・2015年フィラリア検査陰性・2015年5月6種混合ワクチン接種済み・2015年8月歯石除去、去勢手術、マイクロチップ挿入済み・狂犬病予防注射接種予定","・とても人懐っこくて、元気いっぱいの男の子です。・無駄吠えもありません。","飼い主様のご都合により終生飼養が難しい為","./img/2803/"
"2809","くろすけ君","スコティッシュ・フォールド","オス（♂）","推定2歳（2015年09月04日登録）","2.2kg","黒","未","無","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。","・猫風邪良化中。時々鼻水・くしゃみがまだでます。・去勢手術、マイクロチップ挿入予定","・人懐っこい性格です。・好奇心旺盛。","飼い主様のご都合により終生飼養が難しい為","./img/2809/"
"2810","丸ちゃん","スコティッシュ・フォールド","メス（♀）","推定2歳（2015年09月04日登録）","2.45kg","うす三毛","未","無","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。","・猫風邪良化中。・不妊手術、マイクロチップ挿入予定","・やや人見知りなところはありますが、とても優しいこです。","飼い主様のご都合により終生飼養が難しい為","./img/2810/"
"2811","サビーちゃん","日本猫","メス（♀）","推定2歳（2015年09月04日登録）","2.4kg","サビ","済","有","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。","・良好","・とても繊細な性格です。","飼い主様のご都合により終生飼養が難しい為","./img/2811/"
"2813","まめちゃん","日本猫","メス（♀）","0歳2ヵ月（2015年09月04日登録）","1.2kg","黒、白、茶","未","無","済","終生飼育していただける優しい飼い主さんを待っています!譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。譲渡後、適齢期になったところで不妊手術・マイクロチップ挿入をしていただきます。","・良好・2015年ウィルス検査陰性・2015年9月混合ワクチン接種","・甘えて、愛嬌があります。・良く食べて、よく遊びますが、よく寝て、メリハリがあります。","終生飼養が可能な飼い主様を募集しております。","./img/2813/"
"2823","メリ子","キャバリア・キング・チャールズ・スパニエル","メス（♀）","推定5歳（2015年09月06日登録）","8kg","ブレンハイム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2823/"
"2825","ケラ","その他の犬種、ミックス","オス（♂）","1歳4ヵ月（2015年09月06日登録）","4kg","ブレンハイム","未","有","済","お気軽にお問い合わせください。","神経症状有","相性によっては他のわんちゃんとけんかをします。大変人懐こい性格です。","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2825/"
"2832","ドレミ","マルチーズ","メス（♀）","推定8歳（2015年09月07日登録）","2.7kg","ホワイト","未","有","済","お気軽にお問い合わせください。","肺水腫","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2832/"
"2836","バブル","ジャック・ラッセル・テリア","オス（♂）","0歳2ヵ月（2015年09月07日登録）","0.8kg","タン/ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2836/"
"2838","梅子","フレンチ・ブルドッグ","メス（♀）","0歳5ヵ月（2015年09月07日登録）","2.9kg","パイド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2838/"
"2839","ジョワ","カニーンヘン・ダックスフンド","メス（♀）","0歳3ヵ月（2015年09月07日登録）","0.8kg","ブラックタン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2839/"
"2840","ロサ","ペルシャ（チンチラ）","メス（♀）","0歳3ヵ月（2015年09月07日登録）","0.5kg","ペルシャ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2840/"
"2842","リオナ","ポメラニアン","メス（♀）","0歳2ヵ月（2015年09月07日登録）","1kg","オレンジ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2842/"
"2845","coco(ココ)","その他の犬種、ミックス","メス（♀）","推定※歳（2015年09月08日登録）","3.5kg","茶","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2845/"
"2854","あかね","ミックス","メス（♀）","0歳1ヵ月（2015年09月09日登録）","0.3kg","赤トラ・白","未","無","未","離乳食を食べています。食欲もあり、元気いっぱいです。","良好","人懐っこく甘えん坊です。","捨てられているところを保護しました。","./img/2854/"
"2859","モカ","パピヨン","オス（♂）","1歳1ヵ月（2015年09月10日登録）","3kg","ホワイトブラウン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2859/"
"2862","カリブ","トイ・プードル","メス（♀）","3歳0ヵ月（2015年09月10日登録）","1.8kg","レッド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2862/"
"2867","クリ","ミニチュア・ダックスフンド","メス（♀）","5歳0ヵ月（2015年09月13日登録）","5.3kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2867/"
"2879","バーバリー","トイ・プードル","オス（♂）","0歳2ヵ月（2015年09月13日登録）","0.7kg","シルバー/ベージュ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2879/"
"2885","ズッコ","その他の犬種、ミックス","メス（♀）","0歳4ヵ月（2015年09月14日登録）","2.1kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2885/"
"2886","シンペイ","スコティッシュ・フォールド","オス（♂）","0歳5ヵ月（2015年09月14日登録）","2.2kg","ブラウンタビーホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2886/"
"2887","聖矢","アビシニアン","オス（♂）","5歳0ヵ月（2015年09月14日登録）","4.7kg","ブルー","済","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2887/"
"2899","ゲンキ","その他の犬種、ミックス","オス（♂）","推定2歳（2015年09月15日登録）","6kg","ホワイト","未","有","済","お気軽にお問い合わせください。","睾丸なし","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2899/"
"2905","琴葉","チワワ","メス（♀）","推定1.6歳（2015年09月15日登録）","2kg","ブラックタン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2905/"
"2906","唄","ミニチュア・シュナウザー","メス（♀）","推定4歳（2015年09月15日登録）","6kg","ソルト&ペッパー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2906/"
"2908","ナナホ","カニーンヘン・ダックスフンド","メス（♀）","推定3歳（2015年09月15日登録）","4kg","レッド","未","有","済","お気軽にお問い合わせください。","","大変人懐こい性格です。","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2908/"
"2911","モクロ","トイ・プードル","オス（♂）","0歳4ヵ月（2015年09月15日登録）","3kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2911/"
"2914","黒助","トイ・プードル","オス（♂）","0歳4ヵ月（2015年09月15日登録）","3kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2914/"
"2923","にーに","日本猫","オス（♂）","推定0歳（2015年09月17日登録）","0.7kg","キジ","未","無","済","ケージの奥にいても目が合うと、必ず出てきてくれる可愛い子です。一緒に暮らすと、幸せな気持ちにさせてくれると思います。","快食快便。便検査異常なし。ワクチン1回目済み。ウィルス検査(Felv、FIV)陰性ノミ駆除済み","誰にでも懐きます。抱っこされると、喉をゴロゴロならして甘えてきます。おもちゃでも楽しく遊べます。トイレは完璧です。","飼育放棄です","./img/2923/"
"2932","ブランカ","チワワ","オス（♂）","推定2歳（2015年09月17日登録）","3kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2932/"
"2936","むんちゃ","ペキニーズ","オス（♂）","推定※歳（2015年09月17日登録）","4kg","ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2936/"
"2939","おんぷ","マルチーズ","メス（♀）","推定※歳（2015年09月17日登録）","3kg","ホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2939/"
"2941","朱里(じゅり)","ヨークシャー・テリア","メス（♀）","推定※歳（2015年09月18日登録）","4kg","スティールブルータン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2941/"
"2942","チャビ","ヨークシャー・テリア","メス（♀）","推定※歳（2015年09月18日登録）","2.9kg","スティールブルータン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2942/"
"2943","サッコ(YT)","ヨークシャー・テリア","メス（♀）","推定※歳（2015年09月18日登録）","1.8kg","スティールブルータン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2943/"
"2945","ダン","トイ・プードル","オス（♂）","推定※歳（2015年09月18日登録）","3kg","レッド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2945/"
"2950","ショーン","その他の犬種、ミックス","オス（♂）","0歳6ヵ月（2015年09月19日登録）","4kg","ホワイト","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2950/"
"2960","ザッツ","ボーダー・コリー","オス（♂）","0歳2ヵ月（2015年09月22日登録）","5kg","チョコレートマーブル","未","有","未","お気軽にお問い合わせください。","健康状態良好で食欲、便、歩行に問題ございません。","元気いっぱいで活発な男の子です。","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2960/"
"2961","おなつ","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月23日登録）","0.4kg","ブルー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/2961/"
"2970","こねこ","ミックス","メス（♀）","0歳1ヵ月（2015年09月24日登録）","0.25kg","茶白","未","無","未","かわいい顔の女の子です","","","保護された方が譲渡を希望しています","./img/2970/"
"2971","10540こまちゃん","その他の犬種、ミックス","オス（♂）","推定3-5歳（2015年09月25日登録）","12kg","茶白","済","無","済","人が大好き、元気いっぱいなこまさん。得意技は、お腹を見せて撫でてと催促する「ゴロン」。散歩中にゴロンする時もあれば、近くを歩いている時にもゴロンとしたり、トレーニング中にもゴロンとしてしまいます。少し興奮しやすく、嬉しさのあまり甘噛みや飛びついて来ることがあります。カシャカシャした素材のものには目がなくごみ袋などを噛んでしまいます。散歩は少し引き気ですが、お部屋ではトイレを我慢しているので、室内飼いも出来ます。抱っこもさせてくれます。甘えん坊なこまさんを可愛がって頂ける優しい方、お待ちしております。","良好。フィラリア(+)","人が大好き。元気いっぱい。","今年8月、楢葉町(当時は避難指示解除準備地域)で相双保健所に保護されました。","./img/2971/"
"2972","姫子","ウェルシュ・コーギー・ペンブローク","メス（♀）","0歳2ヵ月（2015年09月25日登録）","1.6kg","レッド&ホワイト","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2972/"
"2973","北斗","その他の犬種、ミックス","オス（♂）","0歳1ヵ月（2015年09月25日登録）","0.5kg","シェーデッドクリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2973/"
"2974","紫音(シオン)","チワワ","オス（♂）","0歳2ヵ月（2015年09月25日登録）","0.5kg","イザベラタン?ホワイト","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2974/"
"2976","ナコ","カニーンヘン・ダックスフンド","メス（♀）","0歳2ヵ月（2015年09月25日登録）","0.8kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2976/"
"2977","チェリー","スコティッシュ・フォールド","メス（♀）","0歳2ヵ月（2015年09月25日登録）","0.8kg","キャリコ","未","有","済","お気軽にお問い合わせください。","","","当方ではやむを得ない理由により保護された子の譲渡に力を入れております。","./img/2977/"
"2980","こねこNo.675","その他の猫種","メス（♀）","0歳2ヵ月（2015年09月26日登録）","1kg","白黒","未","無","済","ボランティアさんに育てて頂いた美人姉妹です。保護当時はお腹をすかせて鳴いていましたが、ボランティアさんの愛情たっぷりのケアでおしとやかな性格に育ちました。ワクチン接種済み。","","","仙台市内で保護され、アニパル仙台に収容されました。その後、アニパル仙台に登録頂いているボランティアさんに一時預りを委託し、大切に育てて頂きました。","./img/2980/"
